 /*  opinionesUsuario.csv: datos generados por la información recibida de los logs de aplicaciones, columnas: usuario, aplicacion, opinion o valoración de usuario 

    Copyright (C) 2016  Natividad Crespo Belver. 
    Proyecto desarrollado como parte del TFG en la Universidad Internacional de la Rioja

    This program is free software: you can redistribute it and/or modify
    it under the terms of the GNU General Public License as published by
    the Free Software Foundation, either version 3 of the License, or
475331,4,1.0 
475327,8,1.0 
475327,1,10.0 
475326,7,6.0 
475325,1,10.0 
475322,9,1.0 
475320,2,10.0 
475318,4,4.0 
475316,3,1.0 
475315,7,1.0 
475314,5,6.0 
475313,2,1.0 
475309,7,1.0 
475309,8,6.0 
475309,6,6.0 
475308,9,10.0 
475307,2,4.0 
475306,8,6.0 
475306,7,10.0 
475305,6,1.0 
475303,2,6.0 
475303,5,1.0 
475302,3,10.0 
475300,4,4.0 
475300,5,4.0 
475299,1,6.0 
475298,7,10.0 
475297,3,10.0 
475296,8,6.0 
475295,3,4.0 
475294,2,4.0 
475294,4,10.0 
475293,9,1.0 
475292,6,10.0 
475291,7,1.0 
475291,6,1.0 
475291,5,10.0 
475290,1,1.0 
475289,5,10.0 
475288,9,4.0 
475288,8,10.0 
475286,8,6.0 
475285,7,1.0 
475284,3,10.0 
475283,1,6.0 
475283,2,4.0 
475283,4,4.0 
475282,1,1.0 
475281,5,6.0 
475280,4,10.0 
475280,2,6.0 
475279,8,6.0 
475277,6,4.0 
475277,3,1.0 
475276,4,5.0 
475276,4,5.0 
475272,2,1.0 
475272,1,1.0 
475271,9,10.0 
475270,5,4.0 
475269,9,4.0 
475267,5,1.0 
475265,9,10.0 
475265,7,10.0 
475264,8,1.0 
475263,6,1.0 
475262,5,10.0 
475261,4,10.0 
475260,5,4.0 
475260,1,10.0 
475259,5,4.0 
475259,6,6.0 
475257,9,4.0 
475257,4,6.0 
475256,4,10.0 
475256,9,6.0 
475255,9,4.0 
475254,1,1.0 
475253,9,10.0 
475252,6,1.0 
475251,7,1.0 
475249,3,6.0 
475246,9,10.0 
475239,1,6.0 
475239,8,6.0 
475238,2,10.0 
475237,2,6.0 
475237,6,10.0 
475235,6,4.0 
475235,7,4.0 
475231,1,6.0 
475228,9,4.0 
475228,6,10.0 
475227,9,1.0 
475224,1,1.0 
475223,8,4.0 
475222,9,4.0 
475222,7,1.0 
475220,2,6.0 
475219,2,10.0 
475219,3,1.0 
475218,6,4.0 
475216,3,1.0 
475214,3,10.0 
475212,2,1.0 
475210,7,1.0 
475209,3,4.0 
475208,3,1.0 
475208,6,1.0 
475207,9,4.0 
475207,7,4.0 
475203,6,1.0 
475202,1,10.0 
475201,5,6.0 
475201,4,4.0 
475201,7,1.0 
475201,8,1.0 
475200,8,4.0 
475199,7,4.0 
475199,3,4.0 
475199,8,6.0 
475194,2,1.0 
475193,5,7.0 
475193,5,7.0 
475192,2,4.0 
475192,3,4.0 
475189,4,1.0 
475188,4,6.0 
475188,7,1.0 
475187,9,1.0 
475185,1,10.0 
475185,7,10.0 
475185,8,6.0 
475184,7,10.0 
475184,4,6.0 
475184,2,4.0 
475184,3,10.0 
475181,2,4.0 
475180,2,5.5 
475180,3,4.0 
475180,2,5.5 
475177,8,6.0 
475172,4,4.0 
475172,7,6.0 
475170,4,1.0 
475168,2,4.0 
475167,4,1.0 
475166,8,1.0 
475166,1,6.0 
475165,6,10.0 
475165,9,1.0 
475163,7,4.0 
475161,1,6.0 
475160,3,1.0 
475159,1,10.0 
475157,5,6.0 
475152,2,4.0 
475150,8,10.0 
475150,4,4.0 
475150,7,10.0 
475148,1,1.0 
475144,3,10.0 
475142,8,1.0 
475141,9,10.0 
475141,2,10.0 
475141,8,10.0 
475141,5,6.0 
475140,5,1.0 
475137,7,10.0 
475136,1,6.0 
475136,1,6.0 
475135,5,6.0 
475134,1,1.0 
475134,4,10.0 
475134,3,6.0 
475134,7,1.0 
475133,5,6.0 
475133,8,7.0 
475133,8,7.0 
475132,3,4.0 
475131,3,4.0 
475131,1,1.0 
475129,7,10.0 
475127,3,10.0 
475127,7,1.0 
475126,2,4.0 
475126,3,10.0 
475125,5,1.0 
475124,5,6.0 
475124,6,10.0 
475119,7,1.0 
475119,9,6.0 
475118,9,10.0 
475116,4,10.0 
475111,2,4.0 
475109,4,6.0 
475109,8,6.0 
475108,3,10.0 
475106,1,1.0 
475104,9,1.0 
475103,9,1.0 
475102,6,1.0 
475101,2,1.0 
475099,2,6.0 
475098,9,10.0 
475097,5,6.0 
475097,7,3.5 
475097,7,3.5 
475096,9,6.0 
475096,7,6.0 
475096,8,1.0 
475095,8,4.0 
475094,3,4.0 
475092,3,6.0 
475091,8,1.0 
475089,3,6.0 
475088,3,1.0 
475088,4,1.0 
475082,1,10.0 
475080,2,10.0 
475080,1,4.0 
475079,6,4.0 
475074,9,10.0 
475072,5,10.0 
475072,6,4.0 
475071,9,10.0 
475070,1,10.0 
475070,5,4.0 
475070,3,6.0 
475069,6,1.0 
475066,8,1.0 
475066,3,6.0 
475061,8,4.0 
475061,9,4.0 
475061,3,4.0 
475060,7,1.0 
475059,2,4.0 
475058,3,1.0 
475052,7,4.0 
475051,9,5.5 
475051,9,5.5 
475049,2,4.0 
475045,9,4.0 
475044,9,6.0 
475042,2,10.0 
475039,8,1.0 
475039,3,10.0 
475034,7,4.0 
475031,9,1.0 
475029,5,6.0 
475027,8,4.0 
475022,8,10.0 
475022,2,10.0 
475020,3,6.0 
475019,7,6.0 
475017,5,6.0 
475016,9,1.0 
475016,5,4.0 
475015,2,3.0 
475015,7,10.0 
475015,2,3.0 
475015,2,3.0 
475013,2,6.0 
475013,9,10.0 
475011,7,3.5 
475011,7,3.5 
475011,3,10.0 
475009,2,10.0 
475007,2,6.0 
475007,5,10.0 
475007,1,10.0 
475007,7,1.0 
475007,5,10.0 
475007,8,4.0 
475006,1,10.0 
475006,1,10.0 
475004,1,10.0 
475001,3,10.0 
475001,6,4.0 
474999,9,1.0 
474999,2,4.0 
474995,7,10.0 
474992,5,1.0 
474990,8,6.0 
474990,1,4.0 
474989,2,4.0 
474989,8,6.0 
474988,7,1.0 
474987,7,6.0 
474987,8,4.0 
474984,6,10.0 
474983,6,4.0 
474982,5,10.0 
474981,3,6.0 
474975,2,4.0 
474973,4,4.0 
474973,9,6.0 
474972,9,6.0 
474968,5,1.0 
474967,4,4.0 
474964,1,6.0 
474964,7,6.0 
474961,3,6.0 
474953,9,4.0 
474950,2,4.0 
474949,3,6.0 
474947,7,10.0 
474946,6,1.0 
474946,9,6.0 
474944,4,10.0 
474944,1,6.0 
474942,9,1.0 
474940,2,4.0 
474940,5,6.0 
474938,2,1.0 
474936,9,10.0 
474936,8,6.0 
474936,2,1.0 
474935,5,6.0 
474933,8,1.0 
474933,7,1.0 
474932,4,4.0 
474930,1,4.0 
474929,5,4.0 
474929,4,10.0 
474928,9,1.0 
474924,3,4.0 
474923,6,6.0 
474923,4,10.0 
474922,4,10.0 
474921,4,6.0 
474920,4,10.0 
474920,9,10.0 
474920,7,10.0 
474919,6,1.0 
474918,5,10.0 
474917,7,5.0 
474917,1,10.0 
474917,7,5.0 
474916,5,6.0 
474916,6,6.0 
474915,5,1.0 
474914,7,6.0 
474914,2,10.0 
474914,7,6.0 
474914,5,4.0 
474914,4,1.0 
474913,5,6.0 
474913,9,1.0 
474912,7,4.0 
474912,8,6.0 
474910,4,1.0 
474909,8,10.0 
474909,5,6.0 
474908,4,10.0 
474905,6,6.0 
474903,6,4.0 
474902,4,1.0 
474900,2,6.0 
474900,9,1.0 
474900,1,4.0 
474898,6,6.0 
474897,9,10.0 
474897,7,4.0 
474895,2,10.0 
474894,4,4.0 
474894,5,6.0 
474893,7,4.0 
474892,5,4.0 
474889,5,1.0 
474889,2,10.0 
474889,1,1.0 
474886,7,1.0 
474884,9,6.0 
474883,1,1.0 
474882,5,10.0 
474881,1,6.0 
474879,8,1.0 
474876,9,1.0 
474873,8,6.0 
474871,1,4.0 
474870,2,4.0 
474868,2,10.0 
474867,3,10.0 
474864,1,4.0 
474863,7,4.0 
474862,2,4.0 
474862,5,4.0 
474860,9,1.0 
474860,7,4.0 
474855,6,10.0 
474854,1,4.0 
474854,3,4.0 
474854,5,4.0 
474852,8,10.0 
474850,5,6.0 
474848,6,6.0 
474847,6,1.0 
474846,9,1.0 
474845,6,5.0 
474845,5,1.0 
474845,6,5.0 
474844,5,6.0 
474842,8,1.0 
474841,7,6.0 
474840,9,6.0 
474839,3,6.0 
474836,1,4.0 
474835,6,10.0 
474834,3,10.0 
474831,9,10.0 
474831,3,10.0 
474829,2,4.0 
474828,7,6.0 
474828,6,6.0 
474825,2,4.0 
474824,9,1.0 
474823,1,1.0 
474823,7,10.0 
474823,8,4.0 
474823,6,10.0 
474821,6,1.0 
474820,1,1.0 
474820,3,4.0 
474819,9,4.0 
474818,8,6.0 
474816,7,10.0 
474815,8,10.0 
474811,8,4.0 
474808,4,10.0 
474806,6,6.0 
474805,8,6.0 
474805,1,10.0 
474804,6,3.5 
474804,6,3.5 
474800,2,4.0 
474799,7,10.0 
474797,7,10.0 
474797,3,4.0 
474796,4,10.0 
474795,4,1.0 
474793,9,6.0 
474793,4,10.0 
474790,8,6.0 
474788,2,4.0 
474788,7,1.0 
474786,1,7.0 
474786,8,6.0 
474786,1,7.0 
474786,4,10.0 
474785,8,7.0 
474785,8,7.0 
474783,7,10.0 
474783,5,1.0 
474781,8,4.0 
474780,2,6.0 
474778,5,4.0 
474778,6,10.0 
474777,1,1.0 
474776,6,10.0 
474775,9,6.0 
474773,9,4.0 
474772,1,10.0 
474771,5,1.0 
474771,9,4.0 
474770,1,6.0 
474769,2,4.0 
474767,8,1.0 
474766,1,1.0 
474763,9,6.0 
474762,4,10.0 
474761,9,1.0 
474761,7,10.0 
474759,6,5.0 
474759,8,1.0 
474759,6,5.0 
474757,8,10.0 
474757,6,4.0 
474756,5,6.0 
474755,4,6.0 
474754,5,6.0 
474754,7,1.0 
474751,6,5.5 
474751,9,4.0 
474751,6,5.5 
474748,8,10.0 
474748,4,1.0 
474745,6,4.0 
474745,3,10.0 
474742,5,4.0 
474741,8,10.0 
474740,7,4.0 
474738,5,4.0 
474736,2,1.0 
474736,7,4.0 
474736,2,1.0 
474735,7,10.0 
474735,6,1.0 
474734,5,6.0 
474733,1,4.0 
474733,1,4.0 
474732,4,6.0 
474730,4,6.0 
474728,5,4.0 
474724,9,1.0 
474724,1,1.0 
474721,2,10.0 
474720,8,4.0 
474720,1,4.0 
474719,6,1.0 
474719,5,1.0 
474718,5,4.0 
474716,2,4.0 
474714,6,6.0 
474711,9,6.0 
474710,8,4.0 
474710,9,6.0 
474709,1,1.0 
474708,3,6.0 
474705,4,4.0 
474702,6,4.0 
474700,1,1.0 
474700,2,6.0 
474699,9,4.0 
474698,2,10.0 
474697,2,5.5 
474697,2,5.5 
474696,9,1.0 
474696,5,10.0 
474695,9,6.0 
474695,6,6.0 
474694,6,10.0 
474693,9,4.0 
474693,3,1.0 
474691,9,4.0 
474690,1,4.0 
474688,2,1.0 
474687,1,1.0 
474687,6,1.0 
474686,5,1.0 
474685,9,6.0 
474685,1,4.0 
474684,1,10.0 
474681,4,6.0 
474679,7,6.0 
474679,8,1.0 
474677,3,10.0 
474677,9,10.0 
474676,6,6.0 
474675,8,1.0 
474673,2,10.0 
474671,8,6.0 
474671,9,10.0 
474669,5,1.0 
474667,4,4.0 
474666,6,10.0 
474666,3,1.0 
474663,9,4.0 
474663,6,6.0 
474660,9,1.0 
474658,8,10.0 
474653,3,4.0 
474652,5,4.0 
474652,7,2.5 
474652,7,2.5 
474651,4,6.0 
474650,2,10.0 
474648,9,3.5 
474648,7,10.0 
474648,9,3.5 
474647,3,4.0 
474647,2,10.0 
474642,9,6.0 
474640,7,6.0 
474639,1,6.0 
474638,8,10.0 
474633,4,4.0 
474633,1,7.0 
474633,1,7.0 
474631,6,6.0 
474631,4,6.0 
474630,8,1.0 
474630,1,6.0 
474625,4,1.0 
474625,9,1.0 
474625,3,10.0 
474623,6,1.0 
474622,8,1.0 
474622,6,1.0 
474622,4,1.0 
474619,6,1.0 
474617,9,4.0 
474616,2,10.0 
474615,1,10.0 
474615,4,1.0 
474614,8,6.0 
474613,7,6.0 
474611,6,10.0 
474607,2,6.0 
474602,8,7.0 
474602,7,4.0 
474602,8,7.0 
474599,5,8.0 
474599,5,8.0 
474598,1,6.0 
474596,3,5.0 
474596,4,10.0 
474596,3,5.0 
474593,5,10.0 
474589,4,1.0 
474589,9,4.0 
474588,5,10.0 
474587,7,4.0 
474587,9,1.0 
474585,9,1.0 
474584,9,4.0 
474582,1,2.5 
474582,1,2.5 
474581,2,1.0 
474573,3,4.0 
474572,4,6.0 
474571,3,6.0 
474570,7,10.0 
474568,1,4.0 
474568,7,1.0 
474568,3,1.0 
474567,2,10.0 
474566,6,4.0 
474565,9,10.0 
474564,9,6.0 
474561,6,5.5 
474561,6,5.5 
474561,1,1.0 
474561,7,6.0 
474561,9,6.0 
474554,7,10.0 
474552,2,6.0 
474551,7,4.0 
474551,6,10.0 
474550,4,1.0 
474549,4,1.0 
474546,3,6.0 
474546,8,6.0 
474544,1,10.0 
474543,9,6.0 
474541,3,6.0 
474539,8,1.0 
474532,8,8.0 
474532,8,8.0 
474532,9,10.0 
474532,2,4.0 
474531,5,10.0 
474531,6,6.0 
474531,2,6.0 
474529,7,10.0 
474527,6,6.0 
474526,4,1.0 
474525,2,1.0 
474524,9,4.0 
474524,1,6.0 
474521,4,10.0 
474520,9,1.0 
474518,6,4.0 
474517,8,10.0 
474516,1,10.0 
474516,8,4.0 
474514,7,10.0 
474514,5,4.0 
474514,9,10.0 
474513,1,6.0 
474513,4,1.0 
474512,6,1.0 
474511,6,6.0 
474510,7,10.0 
474509,9,10.0 
474507,3,10.0 
474506,7,1.0 
474505,1,1.0 
474505,5,10.0 
474504,2,6.0 
474503,4,5.5 
474503,4,5.5 
474502,9,4.0 
474502,7,10.0 
474501,4,10.0 
474501,9,6.0 
474500,5,10.0 
474499,8,5.0 
474499,8,5.0 
474498,9,4.0 
474497,6,1.0 
474496,9,10.0 
474492,3,10.0 
474490,5,10.0 
474490,2,4.0 
474488,7,4.0 
474487,2,10.0 
474486,5,4.0 
474486,7,4.0 
474483,8,10.0 
474482,3,6.0 
474482,2,4.0 
474481,5,4.0 
474480,1,6.0 
474479,5,6.0 
474478,2,4.0 
474478,3,10.0 
474477,3,1.0 
474477,4,4.0 
474477,7,1.0 
474474,8,6.0 
474474,7,1.0 
474470,9,10.0 
474470,1,10.0 
474469,3,1.0 
474467,7,1.0 
474466,7,4.0 
474465,6,10.0 
474463,2,10.0 
474463,7,10.0 
474463,4,6.0 
474462,1,6.0 
474459,6,10.0 
474457,3,6.0 
474457,9,6.0 
474456,8,10.0 
474455,8,6.0 
474454,4,6.0 
474454,5,4.0 
474451,6,6.0 
474448,8,4.0 
474447,4,10.0 
474446,5,5.0 
474446,5,5.0 
474445,4,10.0 
474442,2,4.0 
474439,6,10.0 
474439,2,1.0 
474439,3,6.0 
474438,1,10.0 
474435,8,1.0 
474431,8,10.0 
474431,4,6.0 
474431,2,1.0 
474430,9,10.0 
474428,6,1.0 
474427,3,1.0 
474427,8,4.0 
474427,7,10.0 
474426,2,1.0 
474424,3,4.0 
474422,2,4.66 
474422,2,4.66 
474422,2,4.66 
474421,7,1.0 
474421,5,6.0 
474421,2,4.0 
474419,4,6.0 
474419,6,10.0 
474418,1,4.0 
474417,5,4.0 
474416,1,10.0 
474416,3,6.0 
474413,6,10.0 
474412,2,6.0 
474411,1,6.0 
474409,4,10.0 
474408,3,3.5 
474408,5,6.0 
474408,3,3.5 
474407,9,4.0 
474405,8,1.0 
474404,1,6.0 
474402,1,1.0 
474399,2,10.0 
474399,8,4.0 
474398,1,5.66 
474398,5,10.0 
474398,1,5.66 
474398,1,5.66 
474397,7,10.0 
474396,4,10.0 
474396,7,1.0 
474395,9,4.0 
474394,6,4.0 
474388,5,6.0 
474387,1,10.0 
474386,9,10.0 
474384,6,1.0 
474384,7,6.0 
474384,4,1.0 
474384,7,6.0 
474383,4,10.0 
474382,3,4.0 
474379,4,1.0 
474378,4,6.0 
474375,7,1.0 
474374,7,6.0 
474373,1,10.0 
474372,2,10.0 
474371,4,10.0 
474370,5,6.0 
474369,6,4.0 
474369,4,4.0 
474367,1,10.0 
474366,1,10.0 
474366,5,4.0 
474366,6,4.0 
474365,2,1.0 
474364,3,1.0 
474362,2,10.0 
474362,7,1.0 
474362,1,1.0 
474361,7,4.0 
474358,2,4.0 
474358,2,4.0 
474354,8,1.0 
474353,4,10.0 
474352,6,10.0 
474349,2,4.0 
474348,1,5.5 
474348,1,5.5 
474347,1,1.0 
474347,7,1.0 
474346,8,1.0 
474345,5,1.0 
474339,8,10.0 
474338,4,10.0 
474338,5,4.0 
474335,1,6.0 
474335,7,1.0 
474333,5,1.0 
474332,9,4.0 
474331,1,4.0 
474331,5,5.0 
474331,8,1.0 
474331,5,5.0 
474330,1,1.0 
474328,1,6.0 
474326,8,1.0 
474325,1,1.0 
474325,8,10.0 
474325,7,1.0 
474322,5,10.0 
474322,2,4.0 
474321,9,2.5 
474321,6,10.0 
474321,9,2.5 
474320,4,1.0 
474320,9,1.0 
474319,7,6.0 
474318,5,6.0 
474318,3,10.0 
474311,3,1.0 
474309,7,4.0 
474309,4,6.0 
474306,5,1.0 
474305,5,6.0 
474303,2,4.0 
474301,1,4.0 
474301,9,1.0 
474299,1,10.0 
474298,6,10.0 
474293,6,2.5 
474293,6,2.5 
474291,5,10.0 
474291,1,10.0 
474290,1,1.0 
474289,8,10.0 
474289,2,1.0 
474288,2,6.0 
474287,4,10.0 
474287,9,10.0 
474282,4,4.0 
474281,6,4.0 
474280,9,10.0 
474280,3,4.0 
474279,9,4.0 
474279,5,1.0 
474279,8,6.0 
474279,4,4.0 
474277,2,6.0 
474276,2,10.0 
474274,6,4.0 
474270,1,10.0 
474269,6,1.0 
474265,6,10.0 
474264,3,4.0 
474263,5,1.0 
474262,2,10.0 
474262,7,1.0 
474260,6,10.0 
474259,7,6.0 
474256,1,10.0 
474256,4,4.0 
474252,8,10.0 
474251,8,1.0 
474250,6,4.0 
474247,4,10.0 
474246,6,1.0 
474245,9,1.0 
474242,5,4.0 
474241,4,4.0 
474241,7,1.0 
474240,9,6.0 
474240,2,4.0 
474239,6,6.0 
474238,1,6.0 
474237,1,4.0 
474236,4,4.0 
474235,5,1.0 
474235,2,10.0 
474235,9,6.0 
474234,2,6.0 
474234,1,10.0 
474232,8,1.0 
474232,2,10.0 
474231,2,6.0 
474227,1,1.0 
474225,3,1.0 
474224,9,6.0 
474222,1,1.0 
474220,2,6.0 
474220,1,1.0 
474219,5,10.0 
474218,2,6.0 
474218,5,6.0 
474218,9,1.0 
474217,3,10.0 
474215,9,6.0 
474214,6,1.0 
474214,4,6.0 
474214,3,10.0 
474213,4,1.0 
474212,3,4.0 
474212,6,6.0 
474211,6,10.0 
474211,9,1.0 
474210,4,10.0 
474209,1,1.0 
474209,9,4.0 
474209,2,6.0 
474206,2,10.0 
474206,7,4.0 
474205,9,4.0 
474205,1,10.0 
474205,5,4.0 
474205,3,6.0 
474204,1,1.0 
474204,5,4.0 
474204,8,1.0 
474200,2,10.0 
474199,6,4.0 
474196,2,1.0 
474195,7,10.0 
474192,8,10.0 
474191,8,4.0 
474190,1,10.0 
474189,8,10.0 
474189,7,6.0 
474187,3,1.0 
474186,1,6.0 
474181,2,4.0 
474180,5,4.0 
474179,3,10.0 
474177,1,4.0 
474177,6,4.0 
474176,8,4.0 
474170,7,6.0 
474170,3,10.0 
474168,1,4.0 
474168,5,1.0 
474164,2,10.0 
474163,8,1.0 
474161,7,1.0 
474158,4,10.0 
474157,4,1.0 
474156,5,1.0 
474154,3,8.0 
474154,3,8.0 
474150,1,1.0 
474149,9,4.0 
474148,5,10.0 
474146,2,6.0 
474145,1,1.0 
474144,2,1.0 
474143,2,6.0 
474139,9,6.0 
474139,4,6.0 
474139,8,1.0 
474139,3,4.0 
474138,9,10.0 
474137,6,6.0 
474137,3,1.0 
474135,8,5.5 
474135,1,1.0 
474135,8,5.5 
474134,6,4.0 
474133,4,4.0 
474132,9,6.0 
474131,8,4.0 
474130,8,5.5 
474130,7,1.0 
474130,4,4.0 
474130,1,6.0 
474130,8,5.5 
474129,6,10.0 
474128,7,1.0 
474125,7,6.0 
474124,8,10.0 
474124,9,6.0 
474122,9,4.0 
474119,9,4.0 
474118,9,1.0 
474118,4,1.0 
474117,4,4.0 
474116,8,6.0 
474115,6,10.0 
474115,9,6.0 
474114,3,4.0 
474114,2,1.0 
474108,2,1.0 
474107,1,4.0 
474107,4,6.0 
474105,1,6.0 
474105,7,4.0 
474105,5,4.0 
474103,3,10.0 
474103,8,6.0 
474102,1,1.0 
474101,1,10.0 
474101,6,10.0 
474098,8,10.0 
474098,4,6.0 
474098,2,1.0 
474098,7,10.0 
474094,9,1.0 
474093,9,10.0 
474093,4,1.0 
474092,3,1.0 
474091,2,5.0 
474091,2,5.0 
474091,9,4.0 
474090,6,4.0 
474089,5,4.0 
474087,7,4.0 
474085,1,1.0 
474084,2,6.0 
474083,4,10.0 
474082,6,4.0 
474081,8,6.0 
474078,3,1.0 
474074,1,3.5 
474074,2,4.0 
474074,1,3.5 
474073,9,1.0 
474073,4,10.0 
474071,9,1.0 
474071,8,6.0 
474070,2,6.0 
474067,7,4.0 
474066,9,10.0 
474065,1,4.0 
474065,6,10.0 
474060,1,10.0 
474060,5,10.0 
474058,8,6.0 
474057,1,4.0 
474056,6,1.0 
474053,7,10.0 
474050,1,1.0 
474045,4,1.0 
474044,6,4.0 
474043,2,1.0 
474040,5,1.0 
474039,4,10.0 
474038,1,8.0 
474038,1,8.0 
474038,9,1.0 
474037,1,4.0 
474034,4,1.0 
474034,2,10.0 
474032,3,6.0 
474031,6,4.0 
474030,2,1.0 
474030,8,1.0 
474030,4,10.0 
474028,8,4.0 
474026,8,10.0 
474025,8,10.0 
474024,8,4.0 
474023,1,4.0 
474021,8,1.0 
474020,1,4.0 
474018,6,6.0 
474018,8,4.0 
474018,3,1.0 
474015,5,10.0 
474014,4,10.0 
474012,5,1.0 
474011,2,6.0 
474010,1,4.0 
474008,2,8.0 
474008,2,8.0 
474007,5,1.0 
474005,3,4.0 
474004,7,4.0 
474004,9,1.0 
474003,4,6.0 
474003,8,4.0 
474001,8,4.0 
473999,3,10.0 
473998,1,4.0 
473994,8,4.0 
473991,3,10.0 
473990,2,6.0 
473990,2,6.0 
473989,2,1.0 
473989,8,6.0 
473988,5,4.0 
473988,6,10.0 
473987,6,10.0 
473987,5,10.0 
473986,7,4.0 
473985,3,10.0 
473983,1,10.0 
473982,7,1.0 
473982,2,4.0 
473982,5,1.0 
473982,3,1.0 
473981,2,1.0 
473980,5,10.0 
473980,6,6.0 
473980,1,4.0 
473979,4,4.0 
473976,8,4.0 
473975,7,6.0 
473973,3,1.0 
473972,8,1.0 
473970,1,4.0 
473964,6,10.0 
473964,3,6.0 
473961,6,4.0 
473960,8,6.0 
473960,9,4.0 
473959,5,6.0 
473957,3,10.0 
473957,2,10.0 
473952,7,6.0 
473952,6,10.0 
473951,1,10.0 
473950,3,10.0 
473950,3,10.0 
473948,1,6.0 
473948,5,1.0 
473947,2,1.0 
473942,6,6.0 
473942,5,6.0 
473941,9,1.0 
473941,3,10.0 
473940,3,1.0 
473940,7,6.0 
473937,4,4.0 
473935,3,1.0 
473935,2,6.0 
473934,1,1.0 
473932,4,6.0 
473931,6,1.0 
473930,7,6.0 
473930,1,10.0 
473928,5,1.0 
473927,9,6.0 
473926,2,10.0 
473926,9,6.0 
473925,9,1.0 
473924,4,6.0 
473923,8,10.0 
473922,3,4.0 
473920,4,1.0 
473918,7,10.0 
473917,9,1.0 
473916,9,1.0 
473915,2,6.0 
473915,7,4.0 
473913,5,6.0 
473911,4,10.0 
473911,5,1.0 
473909,2,10.0 
473908,5,10.0 
473903,2,10.0 
473902,7,10.0 
473901,6,4.0 
473900,2,4.0 
473900,8,10.0 
473899,6,4.0 
473898,6,4.0 
473895,4,10.0 
473895,3,10.0 
473895,5,1.0 
473894,4,8.0 
473894,4,8.0 
473892,6,10.0 
473891,8,4.0 
473889,4,10.0 
473889,6,4.0 
473888,5,6.0 
473888,9,6.0 
473887,7,4.0 
473887,4,4.0 
473886,7,10.0 
473884,4,1.0 
473881,8,4.0 
473880,3,2.5 
473880,1,6.0 
473880,7,10.0 
473880,3,2.5 
473879,5,6.0 
473878,5,4.0 
473873,8,4.0 
473872,6,10.0 
473871,6,4.0 
473870,8,4.0 
473869,2,6.0 
473869,6,4.0 
473866,8,6.0 
473865,7,1.0 
473862,9,10.0 
473860,4,10.0 
473860,2,5.0 
473860,2,5.0 
473857,6,1.0 
473857,4,10.0 
473855,9,1.0 
473852,1,10.0 
473848,3,1.0 
473848,5,6.0 
473848,7,1.0 
473847,3,1.0 
473845,7,10.0 
473844,1,4.0 
473841,8,6.0 
473840,7,4.0 
473839,7,4.0 
473836,2,4.0 
473835,8,10.0 
473835,7,10.0 
473834,2,7.0 
473834,2,7.0 
473833,2,10.0 
473833,8,4.0 
473831,7,1.0 
473830,7,6.0 
473828,6,4.0 
473828,6,4.0 
473828,3,10.0 
473827,8,4.0 
473824,3,10.0 
473822,3,10.0 
473819,4,6.0 
473819,9,1.0 
473818,1,1.0 
473818,4,1.0 
473817,9,6.0 
473816,3,10.0 
473815,8,6.0 
473813,3,4.0 
473811,9,6.0 
473811,8,4.0 
473810,4,10.0 
473809,9,4.0 
473806,1,10.0 
473806,8,4.0 
473805,1,10.0 
473805,9,4.0 
473804,6,6.0 
473802,8,4.0 
473802,6,4.0 
473801,9,10.0 
473800,6,4.0 
473800,9,4.0 
473800,8,10.0 
473796,7,10.0 
473794,6,6.0 
473794,3,10.0 
473793,3,6.0 
473791,7,1.0 
473789,4,4.0 
473789,5,10.0 
473788,4,6.0 
473786,3,6.0 
473784,6,6.0 
473781,2,1.0 
473779,2,4.0 
473776,3,4.0 
473776,6,1.0 
473776,2,6.0 
473771,2,6.0 
473769,4,1.0 
473768,1,4.0 
473768,2,10.0 
473767,8,6.0 
473767,4,10.0 
473766,9,10.0 
473766,7,10.0 
473765,1,1.0 
473759,7,4.0 
473759,9,1.0 
473755,8,4.0 
473755,3,6.0 
473754,1,6.0 
473753,3,7.0 
473753,3,7.0 
473753,5,1.0 
473751,7,1.0 
473750,3,4.0 
473748,3,10.0 
473747,2,10.0 
473745,2,10.0 
473745,4,10.0 
473744,3,4.0 
473743,9,1.0 
473743,7,4.0 
473743,8,4.0 
473741,4,10.0 
473741,3,6.0 
473740,7,1.0 
473740,3,1.0 
473739,4,6.0 
473738,5,6.0 
473737,9,6.0 
473737,3,6.0 
473735,8,4.0 
473732,9,1.0 
473732,6,1.0 
473731,9,1.0 
473730,4,4.0 
473726,5,4.0 
473725,5,1.0 
473724,1,4.0 
473724,5,1.0 
473724,3,1.0 
473722,9,10.0 
473720,6,1.0 
473719,3,6.0 
473717,5,1.0 
473716,5,6.0 
473715,7,1.0 
473715,2,6.0 
473714,3,1.0 
473712,2,1.0 
473712,4,6.0 
473710,2,6.0 
473709,9,6.0 
473708,7,4.0 
473708,9,1.0 
473707,1,10.0 
473707,5,1.0 
473707,7,6.0 
473705,4,5.0 
473705,4,5.0 
473705,6,5.0 
473705,6,5.0 
473705,7,10.0 
473705,2,10.0 
473704,8,4.0 
473704,4,4.0 
473703,2,6.0 
473701,8,4.0 
473700,9,6.0 
473699,2,6.0 
473697,3,6.0 
473696,1,4.0 
473695,7,10.0 
473693,3,10.0 
473693,4,6.0 
473692,6,10.0 
473690,4,1.0 
473690,8,10.0 
473689,9,1.0 
473689,2,6.0 
473688,4,1.0 
